"Unit_Code","Park_Name","Lake_Code","Start_Date","Event_Duplicate","Field_Split","Number_of_Sweeps","GPS_Used","Start_Time","End_Time","General_Invert_Notes","Invert_Duplicate","Sample_Date_Collected","Sample_Collection_Procedure","Order","Family","Taxon","Count","Large_or_Rare","Life_Stage","Unique","Qualifier","ProportionOfSampleUsed","Invertebrate_Species_Record_Notes"
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Paratanytarsus",19,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Paratanytarsus",5,,"Pupa","No",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Hemiptera","Notonectidae","Notonecta kirbyi",3,,"Adult","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Hemiptera","Notonectidae","Notonecta",1,,"Larva","No",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Nilothauma",3,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Trichoptera","Leptoceridae","Mystacides",7,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Polypedilum",5,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Trombidiformes","Limnesiidae","Limnesia",1,,"Adult","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Procladius",54,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Trichoptera","Limnephilidae","Limnephilidae",1,,"Pupa","No",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Odonata","Libellulidae","Libellulidae",1,,"Larva","No","Early Instar","65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Odonata","Libellulidae","Leucorrhinia glacialis",1,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Trichoptera","Sericostomatidae","Gumaga",4,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Arhynchobdellida","Erpobdellidae","Erpobdella",2,,"Unknown","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Coleoptera","Dytiscidae","Dytiscidae",1,,"Larva","No","Damaged","65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Dicrotendipes",3,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Corynoneura",3,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Microtendipes Pedellus Gr.",72,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Ablabesmyia",44,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Hemiptera","Corixidae","Corixidae",3,,"Larva","No",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Odonata","Corduliidae","Corduliidae",1,,"Larva","No","Damaged","65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Odonata","Corduliidae","Cordulia shurtleffii",2,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK",,,"Copepoda",4,,"Unknown","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Odonata","Coenagrionidae","Coenagrionidae",2,,"Larva","Yes","Early Instar","65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Hemiptera","Corixidae","Cenocorixa",1,,"Adult","Yes","Female","65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Coleoptera","Dytiscidae","Boreonectes striatellus",5,,"Adult","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Phaenopsectra",1,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Odonata","Aeshnidae","Aeshnidae",1,,"Larva","Yes","Damaged","65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Zavrelimyia",9,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Tanytarsus",140,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Tanytarsus",8,,"Pupa","No",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Tanytarsini",2,,"Pupa","No","Damaged","65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Tanypodinae",3,,"Pupa","No","Damaged","65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Megaloptera","Sialidae","Sialis",11,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Psectrocladius",12,,"Larva","Yes",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Diptera","Chironomidae","Psectrocladius",2,,"Pupa","No",,"65 %",
"LAVO","Lassen Volcanic National Park","10503",2016-08-18,"No",,15,"Yes","10:50","12:10",,"No",2016-08-18,"KICK","Odonata",,"Anisoptera",81,,"Larva","No","Early Instar","65 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Coleoptera","Gyrinidae","Gyrinus",1,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Nilothauma",1,,"Pupa","No","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Ablabesmyia",28,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Trichoptera","Limnephilidae","Limnephilus",1,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Megaloptera","Sialidae","Sialis",14,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Coleoptera","Dytiscidae","Acilius abbreviatus",1,,"Adult","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Paratanytarsus",2,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Microtendipes Pedellus Gr.",22,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Arhynchobdellida","Erpobdellidae","Erpobdella",13,,"Unknown","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Phaenopsectra",1,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Hemiptera","Notonectidae","Notonecta",11,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","","","Ostracoda",2,,"Unknown","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Odonata","","Anisoptera",13,,"Larva","No","Early Instar","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Polypedilum",9,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Lumbriculida","Lumbriculidae","Lumbriculidae",8,,"Immature","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Coleoptera","Hydrophilidae","Tropisternus lateralis",1,,"Adult","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diplostraca","","Cladocera",17,,"Unknown","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Coleoptera","Dytiscidae","Hydroporus",1,,"Adult","Yes","Damaged","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Tanypodinae",1,,"Pupa","No","Damaged","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Procladius",38,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","","","Copepoda",1,,"Unknown","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Ephemeroptera","Baetidae","Callibaetis",43,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Coleoptera","Dytiscidae","Hydroporinae",4,,"Larva","No","Early Instar","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Tanytarsini",5,,"Pupa","No","Damaged","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Chironomini",3,,"Pupa","No","Damaged","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Nilothauma",10,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Zavrelimyia",49,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Psectrocladius",34,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Enchytraeida","Enchytraeidae","Enchytraeidae",56,,"Unknown","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Coleoptera","Dytiscidae","Coptotomus longulus",2,,"Adult","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Trichoptera","Leptoceridae","Mystacides",35,,"Larva","Yes","Early Instar","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Corynoneura",49,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Odonata","Corduliidae","Cordulia shurtleffii",5,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Cryptochironomus",1,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Tanytarsus",79,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Trichoptera","Leptoceridae","Oecetis",12,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Odonata","Aeshnidae","Aeshna",1,,"Larva","Yes","Early Instar","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Thienemannimyia Gr.",6,,"Larva","Yes","Early Instar","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Coleoptera","Dytiscidae","Colymbetes incognitus",1,,"Adult","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","","","Nemata",10,,"Unknown","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10503",2019-08-20,"No",,15,"Yes","12:55","13:55","split unknown","No",2019-08-20,"KICK","Diptera","Chironomidae","Dicrotendipes",14,,"Larva","Yes","","98.3333333333333 %",
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No",,15,"Yes","13:45","14:37",,"No",2013-08-20,"KICK","Diptera","Chironomidae","Microtendipes Pedellus Gr.",3,,"Larva","Yes",,"100 %",
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No",,15,"Yes","13:45","14:37",,"No",2013-08-20,"KICK","Rhynchobdellida","Glossiphoniidae","Helobdella",2,,"Unknown","Yes",,"100 %",
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No",,15,"Yes","13:45","14:37",,"No",2013-08-20,"KICK","Diptera","Chironomidae","Dicrotendipes",4,,"Larva","Yes",,"100 %",
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No",,15,"Yes","13:45","14:37",,"No",2013-08-20,"KICK","Hemiptera","Corixidae","Corixidae",1,,"Adult","Yes","Damaged","100 %",
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No",,15,"Yes","13:45","14:37",,"No",2013-08-20,"KICK","Diptera","Ceratopogonidae","Ceratopogoninae",2,,"Larva","Yes","Damaged","100 %",
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No",,15,"Yes","13:45","14:37",,"No",2013-08-20,"KICK","Trichoptera","Phryganeidae","Agrypnia",15,,"Larva","Yes",,"100 %",
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No",,15,"Yes","13:45","14:37",,"No",2013-08-20,"KICK","Diptera","Chironomidae","Procladius",43,,"Larva","Yes",,"100 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diplostraca",,"Cladocera",121,,"Unknown","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Hemiptera","Gerridae","Gerridae",13,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Trombidiformes","Oxidae","Frontipoda",3,,"Adult","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Arhynchobdellida","Erpobdellidae","Erpobdella",1,,"Unknown","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Enchytraeida","Enchytraeidae","Enchytraeus",8,,"Unknown","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Corynoneura",38,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Hemiptera","Corixidae","Corixidae",5,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Coleoptera","Hydrochidae","Hydrochus",1,,"Adult","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Cladopelma",3,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Ceratopogonidae","Ceratopogoninae",1,,"Larva","Yes","Early Instar","46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Chironomus",13,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Chironomus",1,,"Pupa","No",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Odonata",,"Anisoptera",1,,"Larva","Yes","Early Instar","46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Ablabesmyia",6,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Zavrelimyia",1,,"Pupa","No",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Zavrelimyia",104,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Coleoptera","Hydrophilidae","Tropisternus lateralis",1,,"Adult","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK",,,"Copepoda",49,,"Unknown","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Psectrocladius",78,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK",,,"Acari",6,,"Adult","No","Damaged","46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Tanytarsus",9,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Trombidiformes","Limnesiidae","Limnesia",1,,"Adult","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Tanypodinae",6,,"Pupa","No","Damaged","46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Veneroida","Sphaeriidae","Sphaeriidae",1,,"Immature","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Psectrocladius",2,,"Pupa","No",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Procladius",60,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Procladius",1,,"Pupa","No",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Polypedilum",20,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Tubificida","Naididae","Naididae",1,,"Immature","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Parachironomus",1,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Hemiptera","Notonectidae","Notonecta kirbyi",16,,"Adult","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Hemiptera","Notonectidae","Notonecta",12,,"Larva","No",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK",,,"Nemata",25,,"Unknown","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Trombidiformes","Pionidae","Piona",10,,"Adult","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Lumbriculida","Lumbriculidae","Lumbriculidae",1,,"Immature","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No",,15,"Yes","13:45","14:45",,"No",2016-08-24,"KICK","Diptera","Chironomidae","Microtendipes Pedellus Gr.",12,,"Larva","Yes",,"46.6666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No",,15,"Yes","13:00","13:35","splits unknown","No",2019-08-10,"KICK","Ephemeroptera","Baetidae","Callibaetis",1,,"Larva","Yes","","34.1666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No",,15,"Yes","13:00","13:35","splits unknown","No",2019-08-10,"KICK","Odonata","Lestidae","Lestes",34,,"Larva","No","Damaged","34.1666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No",,15,"Yes","13:00","13:35","splits unknown","No",2019-08-10,"KICK","Trichoptera","Limnephilidae","Limnephilus",2,,"Larva","Yes","","34.1666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No",,15,"Yes","13:00","13:35","splits unknown","No",2019-08-10,"KICK","Diplostraca","","Cladocera",59,,"Unknown","Yes","","34.1666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No",,15,"Yes","13:00","13:35","splits unknown","No",2019-08-10,"KICK","Coleoptera","Dytiscidae","Coptotomus longulus",1,,"Adult","Yes","","34.1666666666667 %",
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No",,15,"Yes","13:00","13:35","splits unknown","No",2019-08-10,"KICK","Trombidiformes","Arrenuridae","Arrenurus",3,,"Adult","Yes","","34.1666666666667 %",
