"Unit_Code","Park_Name","Lake_Code","Start_Date","Event_Duplicate","Letter","Canopy_Type","Big_trees_ArealCover","Small_trees_ArealCover","Understory_Veg_Cover","Woody_shrubs_saplings_ArealCover","Tall_herb_grass_forb_ArealCover","Woody_shrubs_saplings_GroundCover","Herb_Grass_Forb_GroundCover","Standing_water_ArealCover","Barren_AreaCcover","Riparian_Cover_Notes","Validation_Notes"
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No","A","coniferous","sparse (<10%)","sparse (<10%)","mixed","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No","O","coniferous","absent","absent","none","absent","moderate (10-40%)","absent","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No","J","coniferous","sparse (<10%)","sparse (<10%)","mixed","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10564",2013-08-20,"No","D","coniferous","sparse (<10%)","absent","mixed","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","G","coniferous","moderate (10-40%)","absent",,"absent","moderate (10-40%)","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","C","coniferous","absent","absent",,"sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","D","coniferous","heavy (40-75%)","absent",,"absent","sparse (<10%)","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","L","coniferous","heavy (40-75%)","absent",,"absent","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","A","coniferous","heavy (40-75%)","absent",,"absent","moderate (10-40%)","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","N","coniferous","heavy (40-75%)","absent",,"absent","moderate (10-40%)","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","M","coniferous","moderate (10-40%)","absent",,"absent","moderate (10-40%)","absent","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","F","coniferous","sparse (<10%)","absent",,"absent","sparse (<10%)","absent","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","H","coniferous","moderate (10-40%)","absent",,"absent","heavy (40-75%)","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","K",,"absent","absent",,"absent","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","E","coniferous","heavy (40-75%)","absent",,"absent","moderate (10-40%)","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","B","coniferous","moderate (10-40%)","absent",,"sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","I","coniferous","heavy (40-75%)","sparse (<10%)",,"absent","moderate (10-40%)","absent","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","J","coniferous","moderate (10-40%)","absent",,"absent","heavy (40-75%)","absent","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10564",2016-08-24,"No","O",,"absent","absent",,"absent","moderate (10-40%)","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","M","coniferous","moderate (10-40%)","absent",,"absent","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","B","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","C","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","G","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","E","coniferous","heavy (40-75%)","heavy (40-75%)",,"absent","absent","absent","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","O","coniferous","moderate (10-40%)","moderate (10-40%)",,"absent","absent","absent","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","H","coniferous","sparse (<10%)","sparse (<10%)","broadleaf evergreen","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","F","coniferous","heavy (40-75%)","heavy (40-75%)","coniferous","moderate (10-40%)","absent","sparse (<10%)","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","D","coniferous","moderate (10-40%)","absent","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","I","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","K","coniferous","moderate (10-40%)","absent","broadleaf evergreen","absent","sparse (<10%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","N","coniferous","sparse (<10%)","absent",,"absent","absent","absent","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","J","coniferous","heavy (40-75%)","heavy (40-75%)","coniferous","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","A","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10564",2019-08-11,"No","L","coniferous","sparse (<10%)","absent",,"absent","absent","sparse (<10%)","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","O","coniferous","sparse (<10%)","moderate (10-40%)","mixed","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","E","coniferous","moderate (10-40%)","moderate (10-40%)","mixed","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","B","coniferous","sparse (<10%)","moderate (10-40%)","mixed","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","I","coniferous","moderate (10-40%)","moderate (10-40%)","mixed","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","N","coniferous","sparse (<10%)","moderate (10-40%)","mixed","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","M","coniferous","sparse (<10%)","moderate (10-40%)","mixed","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","G","coniferous","moderate (10-40%)","moderate (10-40%)","mixed","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","L","coniferous","sparse (<10%)","sparse (<10%)","mixed","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","A","coniferous","sparse (<10%)","moderate (10-40%)","mixed","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","C","coniferous","sparse (<10%)","moderate (10-40%)","mixed","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","F","coniferous","moderate (10-40%)","moderate (10-40%)","mixed","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","D","coniferous","moderate (10-40%)","moderate (10-40%)","mixed","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","K","coniferous","sparse (<10%)","sparse (<10%)","mixed","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","H","coniferous","sparse (<10%)","moderate (10-40%)","mixed","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2013-08-16,"No","J","coniferous","moderate (10-40%)","moderate (10-40%)","mixed","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","G",,"absent","absent",,"absent","very heavy (>75%)","absent","very heavy (>75%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","F",,"absent","absent",,"absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","I","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","C","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","O",,"absent","absent",,"absent","very heavy (>75%)","absent","very heavy (>75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","H",,"absent","absent",,"absent","very heavy (>75%)","absent","very heavy (>75%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","M","coniferous","sparse (<10%)","sparse (<10%)",,"absent","sparse (<10%)","very heavy (>75%)","sparse (<10%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","E","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","absent","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","K","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","D","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","N",,"absent","absent",,"absent","very heavy (>75%)","absent","very heavy (>75%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","J","coniferous","sparse (<10%)","absent","coniferous","moderate (10-40%)","sparse (<10%)","heavy (40-75%)","sparse (<10%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","B","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","L","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2016-08-18,"No","A","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","D","coniferous","heavy (40-75%)","moderate (10-40%)","coniferous","heavy (40-75%)","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","G",,"absent","absent","broadleaf evergreen","absent","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","F","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","B","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","C","coniferous","heavy (40-75%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","heavy (40-75%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","I","coniferous","absent","sparse (<10%)","coniferous","heavy (40-75%)","absent","heavy (40-75%)","moderate (10-40%)","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","A","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","heavy (40-75%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","J","coniferous","sparse (<10%)","absent","coniferous","heavy (40-75%)","absent","heavy (40-75%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","O","coniferous","moderate (10-40%)","moderate (10-40%)","broadleaf evergreen","absent","moderate (10-40%)","moderate (10-40%)","heavy (40-75%)","moderate (10-40%)","absent",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","M",,"absent","absent","coniferous","sparse (<10%)","absent","heavy (40-75%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","L","coniferous","sparse (<10%)","absent","coniferous","moderate (10-40%)","absent","heavy (40-75%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","E","coniferous","moderate (10-40%)","heavy (40-75%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","K","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","heavy (40-75%)","absent","heavy (40-75%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","N","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","heavy (40-75%)","moderate (10-40%)","absent",,
"LAVO","Lassen Volcanic National Park","10570",2019-08-09,"No","H",,"absent","absent","broadleaf evergreen","absent","moderate (10-40%)","absent","heavy (40-75%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","C","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","E","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","heavy (40-75%)","absent","sparse (<10%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","O","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","K","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","G","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","absent","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","J","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","M","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","H","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","absent","heavy (40-75%)","sparse (<10%)","absent",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","B","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","L","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","N","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","D","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","A","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","absent","moderate (10-40%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","I","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","absent","absent","moderate (10-40%)","moderate (10-40%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10751",2013-08-09,"No","F","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","M",,"absent","absent",,"absent","sparse (<10%)","absent","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","B","coniferous","moderate (10-40%)","absent","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","A","coniferous","heavy (40-75%)","moderate (10-40%)",,"absent","absent","sparse (<10%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","J",,"absent","absent",,"absent","moderate (10-40%)","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","E","coniferous","sparse (<10%)","absent",,"sparse (<10%)","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","I",,"absent","absent",,"absent","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","O","coniferous","moderate (10-40%)","absent","coniferous","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","H","coniferous","sparse (<10%)","sparse (<10%)",,"absent","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","G","coniferous","moderate (10-40%)","moderate (10-40%)",,"absent","sparse (<10%)","heavy (40-75%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","N","coniferous","moderate (10-40%)","absent","coniferous","moderate (10-40%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","L",,"absent","absent",,"sparse (<10%)","heavy (40-75%)","absent","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","C",,"absent","absent","coniferous","sparse (<10%)","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","F","coniferous","moderate (10-40%)","absent",,"absent","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","D","coniferous","moderate (10-40%)","absent","coniferous","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2016-08-16,"No","K","coniferous","absent","moderate (10-40%)",,"absent","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","H","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","heavy (40-75%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","D","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","heavy (40-75%)","absent","moderate (10-40%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","F","coniferous","heavy (40-75%)","heavy (40-75%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","O","coniferous","moderate (10-40%)","heavy (40-75%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","I","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","L",,"absent","absent","coniferous","heavy (40-75%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","A",,"absent","absent",,"absent","absent","absent","very heavy (>75%)","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","K","coniferous","sparse (<10%)","absent","coniferous","moderate (10-40%)","absent","sparse (<10%)","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","B",,"absent","absent","coniferous","very heavy (>75%)","absent","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","absent",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","N","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","M","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","E",,"absent","absent",,"absent","absent","absent","very heavy (>75%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","J","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","G","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","heavy (40-75%)","absent","heavy (40-75%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10751",2019-08-07,"No","C",,"absent","absent","coniferous","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10793",2013-07-18,"No","B","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","sparse (<10%)","moderate (10-40%)","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10793",2013-07-18,"No","N","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","sparse (<10%)","heavy (40-75%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10793",2013-07-18,"No","A","coniferous","sparse (<10%)","moderate (10-40%)","none","absent","absent","sparse (<10%)","moderate (10-40%)","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10793",2013-07-18,"No","E","coniferous","absent","moderate (10-40%)","none","absent","absent","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10793",2013-07-18,"No","F","coniferous","absent","sparse (<10%)","none","absent","absent","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)",,
